userId,movieId,rating,title,totalRatingCount
414,1,4.0,Toy Story (1995),215
420,1,4.0,Toy Story (1995),215
422,1,4.0,Toy Story (1995),215
432,1,2.5,Toy Story (1995),215
434,1,4.0,Toy Story (1995),215
436,1,4.0,Toy Story (1995),215
438,1,4.5,Toy Story (1995),215
443,1,4.0,Toy Story (1995),215
448,1,5.0,Toy Story (1995),215
451,1,5.0,Toy Story (1995),215
453,1,5.0,Toy Story (1995),215
456,1,5.0,Toy Story (1995),215
460,1,4.5,Toy Story (1995),215
462,1,1.5,Toy Story (1995),215
468,1,4.0,Toy Story (1995),215
469,1,4.0,Toy Story (1995),215
470,1,4.0,Toy Story (1995),215
471,1,5.0,Toy Story (1995),215
474,1,4.0,Toy Story (1995),215
476,1,4.0,Toy Story (1995),215
477,1,4.0,Toy Story (1995),215
480,1,3.0,Toy Story (1995),215
483,1,4.0,Toy Story (1995),215
484,1,4.5,Toy Story (1995),215
488,1,4.5,Toy Story (1995),215
490,1,3.5,Toy Story (1995),215
492,1,4.0,Toy Story (1995),215
500,1,4.0,Toy Story (1995),215
504,1,4.0,Toy Story (1995),215
509,1,4.0,Toy Story (1995),215
514,1,4.0,Toy Story (1995),215
517,1,4.0,Toy Story (1995),215
522,1,3.0,Toy Story (1995),215
524,1,4.0,Toy Story (1995),215
525,1,4.0,Toy Story (1995),215
528,1,2.5,Toy Story (1995),215
529,1,3.0,Toy Story (1995),215
533,1,5.0,Toy Story (1995),215
534,1,4.0,Toy Story (1995),215
541,1,3.0,Toy Story (1995),215
544,1,3.0,Toy Story (1995),215
550,1,4.0,Toy Story (1995),215
555,1,4.0,Toy Story (1995),215
559,1,5.0,Toy Story (1995),215
560,1,3.0,Toy Story (1995),215
561,1,4.0,Toy Story (1995),215
562,1,4.5,Toy Story (1995),215
567,1,3.5,Toy Story (1995),215
570,1,4.0,Toy Story (1995),215
572,1,4.0,Toy Story (1995),215
573,1,5.0,Toy Story (1995),215
579,1,4.0,Toy Story (1995),215
580,1,3.0,Toy Story (1995),215
584,1,5.0,Toy Story (1995),215
587,1,5.0,Toy Story (1995),215
590,1,4.0,Toy Story (1995),215
596,1,4.0,Toy Story (1995),215
597,1,4.0,Toy Story (1995),215
599,1,3.0,Toy Story (1995),215
600,1,2.5,Toy Story (1995),215
601,1,4.0,Toy Story (1995),215
603,1,4.0,Toy Story (1995),215
604,1,3.0,Toy Story (1995),215
605,1,4.0,Toy Story (1995),215
606,1,2.5,Toy Story (1995),215
607,1,4.0,Toy Story (1995),215
608,1,2.5,Toy Story (1995),215
609,1,3.0,Toy Story (1995),215
610,1,5.0,Toy Story (1995),215
1,3,4.0,Grumpier Old Men (1995),52
6,3,5.0,Grumpier Old Men (1995),52
19,3,3.0,Grumpier Old Men (1995),52
32,3,3.0,Grumpier Old Men (1995),52
42,3,4.0,Grumpier Old Men (1995),52
43,3,5.0,Grumpier Old Men (1995),52
44,3,3.0,Grumpier Old Men (1995),52
51,3,4.0,Grumpier Old Men (1995),52
58,3,3.0,Grumpier Old Men (1995),52
64,3,3.5,Grumpier Old Men (1995),52
68,3,2.0,Grumpier Old Men (1995),52
91,3,3.0,Grumpier Old Men (1995),52
100,3,3.5,Grumpier Old Men (1995),52
102,3,5.0,Grumpier Old Men (1995),52
116,3,3.5,Grumpier Old Men (1995),52
117,3,3.0,Grumpier Old Men (1995),52
150,3,3.0,Grumpier Old Men (1995),52
151,3,3.0,Grumpier Old Men (1995),52
169,3,5.0,Grumpier Old Men (1995),52
179,3,4.0,Grumpier Old Men (1995),52
217,3,1.0,Grumpier Old Men (1995),52
226,3,3.5,Grumpier Old Men (1995),52
240,3,4.0,Grumpier Old Men (1995),52
269,3,4.0,Grumpier Old Men (1995),52
270,3,3.0,Grumpier Old Men (1995),52
288,3,4.0,Grumpier Old Men (1995),52
289,3,2.5,Grumpier Old Men (1995),52
294,3,1.0,Grumpier Old Men (1995),52
302,3,3.0,Grumpier Old Men (1995),52
307,3,3.5,Grumpier Old Men (1995),52
308,3,0.5,Grumpier Old Men (1995),52
321,3,3.0,Grumpier Old Men (1995),52
330,3,3.0,Grumpier Old Men (1995),52
337,3,4.0,Grumpier Old Men (1995),52
368,3,3.0,Grumpier Old Men (1995),52
410,3,4.0,Grumpier Old Men (1995),52
414,3,4.0,Grumpier Old Men (1995),52
448,3,3.0,Grumpier Old Men (1995),52
456,3,3.0,Grumpier Old Men (1995),52
470,3,3.0,Grumpier Old Men (1995),52
477,3,3.0,Grumpier Old Men (1995),52
480,3,2.5,Grumpier Old Men (1995),52
492,3,4.0,Grumpier Old Men (1995),52
501,3,5.0,Grumpier Old Men (1995),52
544,3,3.0,Grumpier Old Men (1995),52
552,3,1.0,Grumpier Old Men (1995),52
555,3,5.0,Grumpier Old Men (1995),52
588,3,3.0,Grumpier Old Men (1995),52
590,3,3.0,Grumpier Old Men (1995),52
594,3,4.0,Grumpier Old Men (1995),52
599,3,1.5,Grumpier Old Men (1995),52
608,3,2.0,Grumpier Old Men (1995),52
1,6,4.0,Heat (1995),102
6,6,4.0,Heat (1995),102
11,6,5.0,Heat (1995),102
18,6,4.0,Heat (1995),102
23,6,4.0,Heat (1995),102
24,6,4.5,Heat (1995),102
28,6,3.5,Heat (1995),102
32,6,3.0,Heat (1995),102
44,6,3.0,Heat (1995),102
45,6,4.0,Heat (1995),102
57,6,3.0,Heat (1995),102
62,6,4.5,Heat (1995),102
64,6,4.5,Heat (1995),102
68,6,4.0,Heat (1995),102
79,6,4.0,Heat (1995),102
82,6,3.5,Heat (1995),102
84,6,4.0,Heat (1995),102
91,6,5.0,Heat (1995),102
102,6,3.0,Heat (1995),102
105,6,4.0,Heat (1995),102
109,6,3.0,Heat (1995),102
112,6,4.5,Heat (1995),102
117,6,3.0,Heat (1995),102
121,6,5.0,Heat (1995),102
140,6,5.0,Heat (1995),102
150,6,4.0,Heat (1995),102
160,6,2.0,Heat (1995),102
166,6,3.5,Heat (1995),102
181,6,3.0,Heat (1995),102
182,6,4.5,Heat (1995),102
191,6,4.0,Heat (1995),102
195,6,4.0,Heat (1995),102
199,6,4.0,Heat (1995),102
202,6,5.0,Heat (1995),102
217,6,2.0,Heat (1995),102
219,6,3.5,Heat (1995),102
220,6,3.5,Heat (1995),102
239,6,5.0,Heat (1995),102
244,6,5.0,Heat (1995),102
266,6,4.0,Heat (1995),102
269,6,5.0,Heat (1995),102
270,6,3.0,Heat (1995),102
274,6,4.0,Heat (1995),102
282,6,4.0,Heat (1995),102
286,6,4.5,Heat (1995),102
294,6,3.0,Heat (1995),102
297,6,5.0,Heat (1995),102
305,6,3.5,Heat (1995),102
308,6,1.0,Heat (1995),102
312,6,4.0,Heat (1995),102
313,6,3.0,Heat (1995),102
314,6,3.0,Heat (1995),102
317,6,5.0,Heat (1995),102
318,6,4.0,Heat (1995),102
325,6,4.0,Heat (1995),102
336,6,4.0,Heat (1995),102
337,6,5.0,Heat (1995),102
339,6,4.0,Heat (1995),102
353,6,4.0,Heat (1995),102
362,6,4.0,Heat (1995),102
368,6,4.0,Heat (1995),102
372,6,5.0,Heat (1995),102
373,6,5.0,Heat (1995),102
380,6,5.0,Heat (1995),102
385,6,3.0,Heat (1995),102
386,6,3.0,Heat (1995),102
389,6,5.0,Heat (1995),102
391,6,4.0,Heat (1995),102
400,6,5.0,Heat (1995),102
414,6,3.0,Heat (1995),102
425,6,4.0,Heat (1995),102
434,6,4.0,Heat (1995),102
437,6,5.0,Heat (1995),102
438,6,5.0,Heat (1995),102
444,6,4.0,Heat (1995),102
451,6,4.0,Heat (1995),102
469,6,3.0,Heat (1995),102
470,6,3.0,Heat (1995),102
474,6,3.0,Heat (1995),102
480,6,4.0,Heat (1995),102
486,6,5.0,Heat (1995),102
492,6,3.0,Heat (1995),102
493,6,4.0,Heat (1995),102
501,6,3.0,Heat (1995),102
521,6,4.0,Heat (1995),102
524,6,4.0,Heat (1995),102
532,6,5.0,Heat (1995),102
553,6,5.0,Heat (1995),102
559,6,5.0,Heat (1995),102
561,6,4.0,Heat (1995),102
573,6,4.5,Heat (1995),102
577,6,4.0,Heat (1995),102
580,6,4.0,Heat (1995),102
588,6,5.0,Heat (1995),102
590,6,3.5,Heat (1995),102
592,6,3.0,Heat (1995),102
597,6,3.0,Heat (1995),102
599,6,4.5,Heat (1995),102
602,6,3.0,Heat (1995),102
603,6,4.0,Heat (1995),102
604,6,3.0,Heat (1995),102
610,6,5.0,Heat (1995),102
1,47,5.0,Seven (a.k.a. Se7en) (1995),203
4,47,2.0,Seven (a.k.a. Se7en) (1995),203
6,47,4.0,Seven (a.k.a. Se7en) (1995),203
8,47,4.0,Seven (a.k.a. Se7en) (1995),203
13,47,5.0,Seven (a.k.a. Se7en) (1995),203
14,47,5.0,Seven (a.k.a. Se7en) (1995),203
15,47,3.5,Seven (a.k.a. Se7en) (1995),203
16,47,3.5,Seven (a.k.a. Se7en) (1995),203
17,47,4.0,Seven (a.k.a. Se7en) (1995),203
18,47,4.5,Seven (a.k.a. Se7en) (1995),203
19,47,3.0,Seven (a.k.a. Se7en) (1995),203
26,47,4.0,Seven (a.k.a. Se7en) (1995),203
28,47,3.0,Seven (a.k.a. Se7en) (1995),203
39,47,3.0,Seven (a.k.a. Se7en) (1995),203
41,47,3.5,Seven (a.k.a. Se7en) (1995),203
42,47,4.0,Seven (a.k.a. Se7en) (1995),203
43,47,4.0,Seven (a.k.a. Se7en) (1995),203
47,47,3.0,Seven (a.k.a. Se7en) (1995),203
54,47,3.0,Seven (a.k.a. Se7en) (1995),203
56,47,5.0,Seven (a.k.a. Se7en) (1995),203
58,47,5.0,Seven (a.k.a. Se7en) (1995),203
62,47,4.5,Seven (a.k.a. Se7en) (1995),203
63,47,4.0,Seven (a.k.a. Se7en) (1995),203
64,47,4.5,Seven (a.k.a. Se7en) (1995),203
66,47,5.0,Seven (a.k.a. Se7en) (1995),203
68,47,4.0,Seven (a.k.a. Se7en) (1995),203
72,47,4.5,Seven (a.k.a. Se7en) (1995),203
75,47,2.0,Seven (a.k.a. Se7en) (1995),203
76,47,3.5,Seven (a.k.a. Se7en) (1995),203
81,47,3.0,Seven (a.k.a. Se7en) (1995),203
82,47,3.5,Seven (a.k.a. Se7en) (1995),203
91,47,4.5,Seven (a.k.a. Se7en) (1995),203
94,47,2.0,Seven (a.k.a. Se7en) (1995),203
102,47,5.0,Seven (a.k.a. Se7en) (1995),203
104,47,0.5,Seven (a.k.a. Se7en) (1995),203
105,47,5.0,Seven (a.k.a. Se7en) (1995),203
109,47,3.0,Seven (a.k.a. Se7en) (1995),203
110,47,4.5,Seven (a.k.a. Se7en) (1995),203
112,47,5.0,Seven (a.k.a. Se7en) (1995),203
116,47,3.5,Seven (a.k.a. Se7en) (1995),203
117,47,4.0,Seven (a.k.a. Se7en) (1995),203
121,47,3.0,Seven (a.k.a. Se7en) (1995),203
122,47,4.5,Seven (a.k.a. Se7en) (1995),203
123,47,4.5,Seven (a.k.a. Se7en) (1995),203
126,47,5.0,Seven (a.k.a. Se7en) (1995),203
129,47,3.5,Seven (a.k.a. Se7en) (1995),203
131,47,4.0,Seven (a.k.a. Se7en) (1995),203
132,47,4.0,Seven (a.k.a. Se7en) (1995),203
133,47,4.0,Seven (a.k.a. Se7en) (1995),203
134,47,4.0,Seven (a.k.a. Se7en) (1995),203
135,47,5.0,Seven (a.k.a. Se7en) (1995),203
136,47,5.0,Seven (a.k.a. Se7en) (1995),203
140,47,4.0,Seven (a.k.a. Se7en) (1995),203
141,47,3.0,Seven (a.k.a. Se7en) (1995),203
142,47,4.0,Seven (a.k.a. Se7en) (1995),203
144,47,4.5,Seven (a.k.a. Se7en) (1995),203
152,47,5.0,Seven (a.k.a. Se7en) (1995),203
156,47,3.5,Seven (a.k.a. Se7en) (1995),203
160,47,5.0,Seven (a.k.a. Se7en) (1995),203
166,47,4.0,Seven (a.k.a. Se7en) (1995),203
171,47,5.0,Seven (a.k.a. Se7en) (1995),203
176,47,5.0,Seven (a.k.a. Se7en) (1995),203
177,47,4.5,Seven (a.k.a. Se7en) (1995),203
178,47,4.5,Seven (a.k.a. Se7en) (1995),203
179,47,4.0,Seven (a.k.a. Se7en) (1995),203
181,47,3.0,Seven (a.k.a. Se7en) (1995),203
182,47,4.0,Seven (a.k.a. Se7en) (1995),203
187,47,4.0,Seven (a.k.a. Se7en) (1995),203
191,47,4.0,Seven (a.k.a. Se7en) (1995),203
192,47,3.0,Seven (a.k.a. Se7en) (1995),203
198,47,5.0,Seven (a.k.a. Se7en) (1995),203
199,47,3.0,Seven (a.k.a. Se7en) (1995),203
200,47,4.0,Seven (a.k.a. Se7en) (1995),203
204,47,5.0,Seven (a.k.a. Se7en) (1995),203
217,47,2.0,Seven (a.k.a. Se7en) (1995),203
219,47,3.5,Seven (a.k.a. Se7en) (1995),203
220,47,3.0,Seven (a.k.a. Se7en) (1995),203
222,47,4.0,Seven (a.k.a. Se7en) (1995),203
223,47,3.0,Seven (a.k.a. Se7en) (1995),203
226,47,5.0,Seven (a.k.a. Se7en) (1995),203
227,47,5.0,Seven (a.k.a. Se7en) (1995),203
230,47,3.0,Seven (a.k.a. Se7en) (1995),203
232,47,4.5,Seven (a.k.a. Se7en) (1995),203
233,47,3.5,Seven (a.k.a. Se7en) (1995),203
239,47,5.0,Seven (a.k.a. Se7en) (1995),203
241,47,4.0,Seven (a.k.a. Se7en) (1995),203
242,47,5.0,Seven (a.k.a. Se7en) (1995),203
247,47,4.0,Seven (a.k.a. Se7en) (1995),203
249,47,5.0,Seven (a.k.a. Se7en) (1995),203
251,47,5.0,Seven (a.k.a. Se7en) (1995),203
254,47,4.5,Seven (a.k.a. Se7en) (1995),203
260,47,4.5,Seven (a.k.a. Se7en) (1995),203
261,47,4.0,Seven (a.k.a. Se7en) (1995),203
268,47,3.0,Seven (a.k.a. Se7en) (1995),203
274,47,4.0,Seven (a.k.a. Se7en) (1995),203
284,47,3.0,Seven (a.k.a. Se7en) (1995),203
286,47,5.0,Seven (a.k.a. Se7en) (1995),203
288,47,3.5,Seven (a.k.a. Se7en) (1995),203
294,47,2.0,Seven (a.k.a. Se7en) (1995),203
297,47,4.0,Seven (a.k.a. Se7en) (1995),203
298,47,4.0,Seven (a.k.a. Se7en) (1995),203
301,47,4.5,Seven (a.k.a. Se7en) (1995),203
302,47,5.0,Seven (a.k.a. Se7en) (1995),203
305,47,4.0,Seven (a.k.a. Se7en) (1995),203
307,47,4.0,Seven (a.k.a. Se7en) (1995),203
313,47,5.0,Seven (a.k.a. Se7en) (1995),203
314,47,1.0,Seven (a.k.a. Se7en) (1995),203
317,47,5.0,Seven (a.k.a. Se7en) (1995),203
318,47,4.0,Seven (a.k.a. Se7en) (1995),203
322,47,4.0,Seven (a.k.a. Se7en) (1995),203
326,47,4.0,Seven (a.k.a. Se7en) (1995),203
328,47,4.5,Seven (a.k.a. Se7en) (1995),203
330,47,3.0,Seven (a.k.a. Se7en) (1995),203
332,47,4.0,Seven (a.k.a. Se7en) (1995),203
334,47,2.0,Seven (a.k.a. Se7en) (1995),203
336,47,4.5,Seven (a.k.a. Se7en) (1995),203
337,47,5.0,Seven (a.k.a. Se7en) (1995),203
339,47,4.5,Seven (a.k.a. Se7en) (1995),203
346,47,3.5,Seven (a.k.a. Se7en) (1995),203
347,47,3.0,Seven (a.k.a. Se7en) (1995),203
351,47,4.5,Seven (a.k.a. Se7en) (1995),203
352,47,5.0,Seven (a.k.a. Se7en) (1995),203
353,47,5.0,Seven (a.k.a. Se7en) (1995),203
354,47,4.0,Seven (a.k.a. Se7en) (1995),203
362,47,4.5,Seven (a.k.a. Se7en) (1995),203
368,47,4.0,Seven (a.k.a. Se7en) (1995),203
369,47,3.5,Seven (a.k.a. Se7en) (1995),203
370,47,3.5,Seven (a.k.a. Se7en) (1995),203
372,47,5.0,Seven (a.k.a. Se7en) (1995),203
373,47,5.0,Seven (a.k.a. Se7en) (1995),203
379,47,3.0,Seven (a.k.a. Se7en) (1995),203
380,47,5.0,Seven (a.k.a. Se7en) (1995),203
381,47,2.0,Seven (a.k.a. Se7en) (1995),203
386,47,3.0,Seven (a.k.a. Se7en) (1995),203
387,47,4.5,Seven (a.k.a. Se7en) (1995),203
391,47,3.0,Seven (a.k.a. Se7en) (1995),203
400,47,5.0,Seven (a.k.a. Se7en) (1995),203
402,47,3.0,Seven (a.k.a. Se7en) (1995),203
403,47,5.0,Seven (a.k.a. Se7en) (1995),203
404,47,3.0,Seven (a.k.a. Se7en) (1995),203
411,47,4.0,Seven (a.k.a. Se7en) (1995),203
412,47,3.0,Seven (a.k.a. Se7en) (1995),203
414,47,4.0,Seven (a.k.a. Se7en) (1995),203
415,47,4.0,Seven (a.k.a. Se7en) (1995),203
417,47,5.0,Seven (a.k.a. Se7en) (1995),203
419,47,4.0,Seven (a.k.a. Se7en) (1995),203
424,47,5.0,Seven (a.k.a. Se7en) (1995),203
425,47,4.5,Seven (a.k.a. Se7en) (1995),203
426,47,0.5,Seven (a.k.a. Se7en) (1995),203
432,47,4.0,Seven (a.k.a. Se7en) (1995),203
433,47,3.0,Seven (a.k.a. Se7en) (1995),203
434,47,4.0,Seven (a.k.a. Se7en) (1995),203
437,47,4.0,Seven (a.k.a. Se7en) (1995),203
441,47,4.5,Seven (a.k.a. Se7en) (1995),203
444,47,4.0,Seven (a.k.a. Se7en) (1995),203
445,47,4.5,Seven (a.k.a. Se7en) (1995),203
446,47,4.0,Seven (a.k.a. Se7en) (1995),203
448,47,4.0,Seven (a.k.a. Se7en) (1995),203
452,47,5.0,Seven (a.k.a. Se7en) (1995),203
453,47,5.0,Seven (a.k.a. Se7en) (1995),203
462,47,4.0,Seven (a.k.a. Se7en) (1995),203
464,47,5.0,Seven (a.k.a. Se7en) (1995),203
468,47,5.0,Seven (a.k.a. Se7en) (1995),203
469,47,4.0,Seven (a.k.a. Se7en) (1995),203
470,47,3.0,Seven (a.k.a. Se7en) (1995),203
474,47,4.0,Seven (a.k.a. Se7en) (1995),203
477,47,4.0,Seven (a.k.a. Se7en) (1995),203
480,47,4.5,Seven (a.k.a. Se7en) (1995),203
483,47,3.5,Seven (a.k.a. Se7en) (1995),203
484,47,4.0,Seven (a.k.a. Se7en) (1995),203
486,47,3.0,Seven (a.k.a. Se7en) (1995),203
489,47,3.0,Seven (a.k.a. Se7en) (1995),203
498,47,3.0,Seven (a.k.a. Se7en) (1995),203
505,47,5.0,Seven (a.k.a. Se7en) (1995),203
507,47,3.0,Seven (a.k.a. Se7en) (1995),203
512,47,5.0,Seven (a.k.a. Se7en) (1995),203
514,47,4.0,Seven (a.k.a. Se7en) (1995),203
517,47,2.0,Seven (a.k.a. Se7en) (1995),203
524,47,5.0,Seven (a.k.a. Se7en) (1995),203
525,47,3.5,Seven (a.k.a. Se7en) (1995),203
534,47,4.0,Seven (a.k.a. Se7en) (1995),203
540,47,4.5,Seven (a.k.a. Se7en) (1995),203
541,47,1.0,Seven (a.k.a. Se7en) (1995),203
542,47,5.0,Seven (a.k.a. Se7en) (1995),203
551,47,4.5,Seven (a.k.a. Se7en) (1995),203
560,47,4.0,Seven (a.k.a. Se7en) (1995),203
561,47,4.5,Seven (a.k.a. Se7en) (1995),203
565,47,4.0,Seven (a.k.a. Se7en) (1995),203
570,47,3.5,Seven (a.k.a. Se7en) (1995),203
573,47,5.0,Seven (a.k.a. Se7en) (1995),203
574,47,5.0,Seven (a.k.a. Se7en) (1995),203
580,47,5.0,Seven (a.k.a. Se7en) (1995),203
584,47,5.0,Seven (a.k.a. Se7en) (1995),203
588,47,3.0,Seven (a.k.a. Se7en) (1995),203
590,47,3.0,Seven (a.k.a. Se7en) (1995),203
597,47,4.0,Seven (a.k.a. Se7en) (1995),203
599,47,4.0,Seven (a.k.a. Se7en) (1995),203
600,47,4.0,Seven (a.k.a. Se7en) (1995),203
601,47,4.0,Seven (a.k.a. Se7en) (1995),203
602,47,5.0,Seven (a.k.a. Se7en) (1995),203
606,47,3.0,Seven (a.k.a. Se7en) (1995),203
608,47,4.5,Seven (a.k.a. Se7en) (1995),203
610,47,5.0,Seven (a.k.a. Se7en) (1995),203
1,50,5.0,"Usual Suspects, The (1995)",204
5,50,4.0,"Usual Suspects, The (1995)",204
6,50,1.0,"Usual Suspects, The (1995)",204
7,50,4.5,"Usual Suspects, The (1995)",204
8,50,5.0,"Usual Suspects, The (1995)",204
16,50,4.0,"Usual Suspects, The (1995)",204
17,50,4.5,"Usual Suspects, The (1995)",204
18,50,5.0,"Usual Suspects, The (1995)",204
23,50,4.0,"Usual Suspects, The (1995)",204
24,50,4.0,"Usual Suspects, The (1995)",204
28,50,3.5,"Usual Suspects, The (1995)",204
29,50,3.5,"Usual Suspects, The (1995)",204
32,50,5.0,"Usual Suspects, The (1995)",204
33,50,5.0,"Usual Suspects, The (1995)",204
35,50,5.0,"Usual Suspects, The (1995)",204
38,50,5.0,"Usual Suspects, The (1995)",204
39,50,5.0,"Usual Suspects, The (1995)",204
41,50,3.0,"Usual Suspects, The (1995)",204
42,50,5.0,"Usual Suspects, The (1995)",204
45,50,5.0,"Usual Suspects, The (1995)",204
46,50,5.0,"Usual Suspects, The (1995)",204
54,50,3.0,"Usual Suspects, The (1995)",204
57,50,5.0,"Usual Suspects, The (1995)",204
58,50,5.0,"Usual Suspects, The (1995)",204
60,50,3.0,"Usual Suspects, The (1995)",204
61,50,4.5,"Usual Suspects, The (1995)",204
63,50,5.0,"Usual Suspects, The (1995)",204
64,50,3.0,"Usual Suspects, The (1995)",204
66,50,4.0,"Usual Suspects, The (1995)",204
68,50,3.0,"Usual Suspects, The (1995)",204
69,50,5.0,"Usual Suspects, The (1995)",204
72,50,4.5,"Usual Suspects, The (1995)",204
80,50,4.5,"Usual Suspects, The (1995)",204
84,50,4.0,"Usual Suspects, The (1995)",204
88,50,5.0,"Usual Suspects, The (1995)",204
91,50,4.5,"Usual Suspects, The (1995)",204
96,50,5.0,"Usual Suspects, The (1995)",204
103,50,4.0,"Usual Suspects, The (1995)",204
105,50,5.0,"Usual Suspects, The (1995)",204
109,50,4.0,"Usual Suspects, The (1995)",204
112,50,5.0,"Usual Suspects, The (1995)",204
117,50,4.0,"Usual Suspects, The (1995)",204
